Energy, Prop. cost, Ortho. cost, Map. cost, Total
 0.519854, 5.59406e-31, 0, 0,
 0.469245, 1.22778e-30, 0, 0.034036,
 0.457786, 2.57896e-30, 0, 0.0174946,
 0.457751, 1.25987e-30, 0, 0.0169243,
 0.392897, 5.86149e-31, 2.81562e-30, 0,
 0.360478, 1.37469e-31, 3.76271e-31, 0.0436832,
 0.352491, 2.20667e-30, 5.64243e-32, 0.0275256,
 0.34926, 1.94669e-32, 1.42021e-30, 0.0238333,
 0.348898, 2.9022e-31, 1.60486e-31, 0.016746,

