Energy, Prop. cost, Ortho. cost, Map. cost, Total
 1.23335, 5.95985e-28, 0, 0,
 1.06544, 1.29763e-28, 0, 0.220268,
 0.94905, 1.07197e-28, 0, 0.199937,
 0.8662, 1.80854e-29, 0, 0.198852,
 0.83494, 2.02642e-28, 0, 0.203795,
 0.827851, 4.38872e-29, 0, 0.203906,
 0.827016, 1.76528e-29, 0, 0.205092,
 0.332355, 1.61997e-29, 5.21668e-26, 0,
 0.311837, 3.19595e-30, 1.00076e-29, 0.107647,
 0.303935, 4.67937e-30, 4.2015e-30, 0.0879538,
 0.303, 4.65907e-30, 5.05128e-30, 0.0899193,

