Energy, Prop. cost, Ortho. cost, Map. cost, Total
 5.74613, 8.10499e-28, 0, 0,
 3.95557, 9.49897e-29, 0, 0.17228,
 4.02348, 4.6891e-28, 0, 0.273657,
 4.03963, 3.87949e-30, 0, 0.165407,
 2.27202, 8.99852e-30, 2.29508e-28, 0,
 2.05571, 1.63411e-30, 4.82881e-30, 0.104175,
 1.955, 6.64625e-30, 1.25981e-30, 0.102013,
 1.88524, 4.91748e-31, 9.42615e-30, 0.0425481,
 1.85775, 1.6939e-30, 2.70618e-30, 0.0483444,
 1.86771, 1.09441e-32, 1.1069e-29, 0.0435591,

