Energy, Prop. cost, Ortho. cost, Map. cost, Total
 112.128, 1.03113e-26, 0, 0,
 77.295, 4.15096e-29, 0, 0.283936,
 74.4893, 1.30645e-28, 0, 0.279675,
 72.8536, 6.24876e-27, 0, 0.572802,
 72.4038, 1.84395e-26, 0, 0.518883,
 44.4368, 1.09371e-25, 1.46435e-24, 0,
 46.208, 1.64621e-27, 4.13791e-29, 0.918862,
 45.8647, 4.49985e-27, 1.25923e-27, 0.862874,

