Energy, Prop. cost, Ortho. cost, Map. cost, Total
 1.15651e+09, 5.08157e-15, 0, 0,
 9.99724e+08, 3.30411e-14, 0, 1022.38,
 9.69335e+08, 2.31221e-13, 0, 1261.22,
 9.59781e+08, 3.46766e-13, 0, 1203.97,
 9.59959e+08, 3.13631e-12, 0, 1108.29,
 8.83415e+08, 2.60832e-14, 6.17878e-14, 0,
 8.09318e+08, 3.41039e-15, 3.86741e-15, 995.53,
 7.26312e+08, 5.15876e-14, 3.18466e-13, 1463.21,
 7.1005e+08, 2.65287e-15, 1.26653e-13, 1348.14,
 7.10904e+08, 2.21535e-15, 2.79577e-13, 1176.15,

