Energy, Prop. cost, Ortho. cost, Map. cost, Total
 3461.83, 5.34181e-23, 0, 0,
 2027.71, 6.33296e-24, 0, 5.3529,
 1949.13, 1.11778e-22, 0, 4.74471,
 1948.56, 1.35741e-22, 0, 4.75301,
 1616.79, 8.47956e-26, 9.94507e-22, 0,
 1194.19, 8.62263e-24, 2.49201e-24, 2.56087,
 1162.03, 2.3563e-24, 4.45005e-24, 2.21667,
 1158.15, 3.01787e-25, 3.18149e-28, 2.48301,

